Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,GEO_Accession (exp),source_name,tissue,chip_antibody,Library Name,sex,cell_type,cell_line,Individual,isolate,AGE,Cohort,common_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),genotype,Experimental_Factor:_immunoprecipitate (exp),Developmental_stage,Organism_part,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,disease,Scientific_Name,sample_type,Experimental_Factor:_compound (exp),lab,donor_id,organism,metastatic_site,dev_stage,health_state,treatment,BIOMATERIAL_PROVIDER,BioSampleModel,disease_stage,Source,Experimental_Factor:_dose (exp),disease_state,hbv_genotype,antibody,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_name,Submitter_Id,ChIP,AssemblyName,Broker_name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,provider/strain,geo_loc_name,Library,Passages,chip_antibody_vendor,Experimental_Factor:_organism (exp),INSDC_center_alias,replicate,genotype/variation,ENA_first_public,ENA_last_update,lot,agent,genotype/antibody,Sample_id,strain,cell_description,infection,controlid,datatype_description,datatype,treatment_description,vendor,tissue_type,read_name_barcode_proc_directive (run),antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,labexpid,Protocol_description,protocol,cell_lineage,cell_sex,replicate_description,bio_material,Development_stage,cell_karyotype,developmental_stage/tissue,tranduced_with,treated_with,Experimental_Factor:_genotype (exp),cell_organism,cell,chip_target,Experimental_Factor:_sex (exp),replication,target,Experimental_Factor:_cell_line (exp),chip-antibody,clinical_history,Experimental_Factor:_cell_type (exp),geographic_location_(country_and/or_sea),softwareversion,specimen_with_known_storage_state,treatment/condition,tumor_stage,tumour_stage,type,Experimental_Factor:_OrganismPart (exp),lab_description,actual_read_length (run),affectedstatus,Experimental_Factor:_KNOCK_DOWN (exp),tag,antibodies,catalog_number,chip_antibody_catalog,chip_antibody_provider,Experimental_Factor:_developmental_stage (exp)
SRR2133527,ChIP-Seq,50,1083986650,PRJNA291410,SAMN03943833,623073715,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1123879,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2016-11-21T00:00:00Z,GSM1835907,SRP061770,2015-07-29T15:29:00Z,1,GSM1835907,ChIP-seq_TTC549_NoDox,,,,,liver rhabdoid tumor derived cell line,TTC549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,untreated,,,,,,,,,,,,,,
SRR2133528,ChIP-Seq,50,1295408650,PRJNA291410,SAMN03943834,779754939,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1123880,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2016-11-21T00:00:00Z,GSM1835908,SRP061770,2015-07-29T15:27:00Z,1,GSM1835908,ChIP-seq_TTC549_Dox,,,,,liver rhabdoid tumor derived cell line,TTC549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doxycycline induced SMARCB1 reexpresion,,,,,,,,,,,,,,
SRR577663,ChIP-Seq,36,1055660220,PRJNA63447,SAMN04457555,1237556639,unspecified,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX190181,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1010725: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_EtOH_0.02pct_v041610.2,SRP008797,2015-12-07T14:56:00Z,2,GSM1010725,,,,GSM1010725: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_EtOH_0.02pct_v041610.2,,,,,,,,,,,,,,,,,,,,,HudsonAlpha,,,,,,EtOH_0.02pct,,,,,,,,FOXA1_(SC-101058),,,,,,,,,,,,,,,,,,,,,"1\\,2",,,,,,,,,"epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022)\\, ""This line was initiated in 1972 by D.J. Giard\\, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male."" - ATCC\\, newly promoted to tier 2:...",,"SL3251\\,SL2665",Chromatin IP Sequencing,ChipSeq,1 h with 0.02% Ethanol (Myers),,,,"Mouse monoclonal IgG\\, raised against recombinant HNF-3a of human origin. Antibody Target:  FOXA1","This gene encodes a member of the forkhead class of DNA-binding proteins.  These hepatocyte nuclear factors are transcriptional activators for liver-specific transcripts such as albumin and transthyretin\\, and they also interact with chromatin. Similar ...",sc-101058,Santa Cruz Biotechnology,"SL3251\\,SL2665","2x10^7 cells\\, fragmentation by probe-in sonicator\\, one 15-cycle round of PCR (Myers)",v041610.2,endoderm,M,,,,cancer,,,,,human,A549,,,,,,,,,,,,,,,,,Myers - Hudson Alpha Institute for Biotechnology,,,,,,,,,
SRR577664,ChIP-Seq,36,893442168,PRJNA63447,SAMN04457555,1045453322,unspecified,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX190181,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1010725: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_EtOH_0.02pct_v041610.2,SRP008797,2015-12-07T16:06:00Z,2,GSM1010725,,,,GSM1010725: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_EtOH_0.02pct_v041610.2,,,,,,,,,,,,,,,,,,,,,HudsonAlpha,,,,,,EtOH_0.02pct,,,,,,,,FOXA1_(SC-101058),,,,,,,,,,,,,,,,,,,,,"1\\,2",,,,,,,,,"epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022)\\, ""This line was initiated in 1972 by D.J. Giard\\, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male."" - ATCC\\, newly promoted to tier 2:...",,"SL3251\\,SL2665",Chromatin IP Sequencing,ChipSeq,1 h with 0.02% Ethanol (Myers),,,,"Mouse monoclonal IgG\\, raised against recombinant HNF-3a of human origin. Antibody Target:  FOXA1","This gene encodes a member of the forkhead class of DNA-binding proteins.  These hepatocyte nuclear factors are transcriptional activators for liver-specific transcripts such as albumin and transthyretin\\, and they also interact with chromatin. Similar ...",sc-101058,Santa Cruz Biotechnology,"SL3251\\,SL2665","2x10^7 cells\\, fragmentation by probe-in sonicator\\, one 15-cycle round of PCR (Myers)",v041610.2,endoderm,M,,,,cancer,,,,,human,A549,,,,,,,,,,,,,,,,,Myers - Hudson Alpha Institute for Biotechnology,,,,,,,,,
SRR577861,ChIP-Seq,36,1076731956,PRJNA63447,SAMN04457656,1267334964,unspecified,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX190282,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1010826: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_DEX_100nM_v041610.2,SRP008797,2015-12-07T14:56:00Z,2,GSM1010826,,,,GSM1010826: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_DEX_100nM_v041610.2,,,,,,,,,,,,,,,,,,,,,HudsonAlpha,,,,,,DEX_100nM,,,,,,,,FOXA1_(SC-101058),,,,,,,,,,,,,,,,,,,,,"1\\,2",,,,,,,,,"epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022)\\, ""This line was initiated in 1972 by D.J. Giard\\, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male."" - ATCC\\, newly promoted to tier 2:...",,"SL3251\\,SL2665",Chromatin IP Sequencing,ChipSeq,1 h with 100 nM Dexamethasone (Myers),,,,"Mouse monoclonal IgG\\, raised against recombinant HNF-3a of human origin. Antibody Target:  FOXA1","This gene encodes a member of the forkhead class of DNA-binding proteins.  These hepatocyte nuclear factors are transcriptional activators for liver-specific transcripts such as albumin and transthyretin\\, and they also interact with chromatin. Similar ...",sc-101058,Santa Cruz Biotechnology,"SL3250\\,SL2666","2x10^7 cells\\, fragmentation by probe-in sonicator\\, one 15-cycle round of PCR (Myers)",v041610.2,endoderm,M,,,,cancer,,,,,human,A549,,,,,,,,,,MACS,,,,,,,Myers - Hudson Alpha Institute for Biotechnology,,,,,,,,,
SRR577862,ChIP-Seq,36,791161272,PRJNA63447,SAMN04457656,918299598,unspecified,public,sra,"gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX190282,Illumina Genome Analyzer,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2015-07-22T00:00:00Z,GSM1010826: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_DEX_100nM_v041610.2,SRP008797,2015-12-07T16:05:00Z,2,GSM1010826,,,,GSM1010826: HudsonAlpha_ChipSeq_A549_FOXA1_(SC-101058)_DEX_100nM_v041610.2,,,,,,,,,,,,,,,,,,,,,HudsonAlpha,,,,,,DEX_100nM,,,,,,,,FOXA1_(SC-101058),,,,,,,,,,,,,,,,,,,,,"1\\,2",,,,,,,,,"epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022)\\, ""This line was initiated in 1972 by D.J. Giard\\, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male."" - ATCC\\, newly promoted to tier 2:...",,"SL3251\\,SL2665",Chromatin IP Sequencing,ChipSeq,1 h with 100 nM Dexamethasone (Myers),,,,"Mouse monoclonal IgG\\, raised against recombinant HNF-3a of human origin. Antibody Target:  FOXA1","This gene encodes a member of the forkhead class of DNA-binding proteins.  These hepatocyte nuclear factors are transcriptional activators for liver-specific transcripts such as albumin and transthyretin\\, and they also interact with chromatin. Similar ...",sc-101058,Santa Cruz Biotechnology,"SL3250\\,SL2666","2x10^7 cells\\, fragmentation by probe-in sonicator\\, one 15-cycle round of PCR (Myers)",v041610.2,endoderm,M,,,,cancer,,,,,human,A549,,,,,,,,,,MACS,,,,,,,Myers - Hudson Alpha Institute for Biotechnology,,,,,,,,,
ERR120625,ChIP-Seq,44,200931632,PRJEB2996,SAMEA1570921,133524585,Cancer Research UK,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX096864,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570921,ERP001396,2021-10-17T19:48:00Z,2,,,,,hsa1294,male,,,hsa1294,,NA year,,human,2012-12-13,2018-11-16,wild type,input_DNA,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570921,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsa1294,E-MTAB-1104:hsa1294,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,male,,,,,,,,,,,,,,liver,,,,,,,,,,
ERR120626,ChIP-Seq,42,737781828,PRJEB2996,SAMEA1570921,522948021,Cancer Research UK,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX096864,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570921,ERP001396,2021-10-17T19:51:00Z,2,,,,,hsa1294,male,,,hsa1294,,NA year,,human,2012-12-13,2018-11-16,wild type,input_DNA,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570921,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsa1294,E-MTAB-1104:hsa1294,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,male,,,,,,,,,,,,,,liver,,,,,,,,,,
ERR120632,ChIP-Seq,44,495654720,PRJEB2996,SAMEA1570934,341908273,Cancer Research UK,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX096856,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570934,ERP001396,2021-10-17T19:49:00Z,2,,,,,hsaCRI1,male,,,hsaCRI1,,56 year,,human,2012-12-13,2018-11-16,wild type,input_DNA,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570934,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsaCRI1,E-MTAB-1104:hsaCRI1,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,male,,,,,,,,,,,,,,liver,,,,,,,,,,
ERR120633,ChIP-Seq,44,625022508,PRJEB2996,SAMEA1570934,441944281,Cancer Research UK,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX096857,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570934,ERP001396,2022-07-22T20:56:00Z,2,,,,,hsaCRI1,male,,,hsaCRI1,,56 year,,human,2012-12-13,2018-11-16,wild type,H3K4me3,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570934,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsaCRI1,E-MTAB-1104:hsaCRI1,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,male,,,,,,,,,,,,,,liver,,,,,,,,,,
ERR120634,ChIP-Seq,44,384228988,PRJEB2996,SAMEA1570934,278535121,Cancer Research UK,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX096857,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570934,ERP001396,2022-07-13T19:21:00Z,2,,,,,hsaCRI1,male,,,hsaCRI1,,56 year,,human,2012-12-13,2018-11-16,wild type,H3K4me3,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570934,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsaCRI1,E-MTAB-1104:hsaCRI1,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,male,,,,,,,,,,,,,,liver,,,,,,,,,,
ERR120638,ChIP-Seq,42,667902060,PRJEB2996,SAMEA1570921,460129235,Cancer Research UK,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX096860,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570921,ERP001396,2022-07-16T12:20:00Z,2,,,,,hsa1294,male,,,hsa1294,,NA year,,human,2012-12-13,2018-11-16,wild type,RNAP2,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570921,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsa1294,E-MTAB-1104:hsa1294,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,male,,,,,,,,,,,,,,liver,,,,,,,,,,
ERR120639,ChIP-Seq,42,702662268,PRJEB2996,SAMEA1570926,491394638,Cancer Research UK,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",ERX096862,Illumina Genome Analyzer II,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2012-12-14T00:00:00Z,SAMEA1570926,ERP001396,2021-10-17T19:50:00Z,2,,,,,hsa1328,female,,,"hsaHH1328,hsa1328",,NA year,,human,2012-12-13,2018-11-16,wild type,RNAP2,adult,liver,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,,Homo sapiens,,,,,,,,,,,,,,,,,,SAMEA1570926,Cancer Research UK,2012-12-13T17:01:35Z,2018-03-08T15:45:58Z,public,E-MTAB-1104:hsa1328,E-MTAB-1104:hsa1328,,,ArrayExpress,,,,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wild type,,,,female,,,,,,,,,,,,,,liver,,,,,,,,,,
