0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DRX005726,mm10,TFs and others,Sall1,Embryo,Embryonic kidney,,"26153584,65.7,41.8,2329",2 2 Sall1 (WT mouse),sample_name=DRS005854,"sample comment=The embryonic kidneys (at E16.5) of the wild type mouse were fixed for 30min, sonicated, and mixed with anti-Sall1 antibody (Abcam) at 4C overnight, followed by precipitation by using Dynabeads M-280 conjugated with anti-rabbit IgG (Invitrogen).",,,,
DRX005729,mm10,TFs and others,Six2,Embryo,Embryonic kidney,,"25752999,47.5,15.6,4805",6 2 Six2 (WT mouse),sample_name=DRS005857,"sample comment=The embryonic kidneys (at E16.5) of the wild type mouse were fixed for 30min, sonicated, and mixed with anti-Six2 antibody (Proteintech) at 4C overnight, followed by precipitation by using Dynabeads M-280 conjugated with anti-rabbit IgG (Invitrogen).",,,,
DRX012366,mm10,TFs and others,Gata3,Blood,Th2 Cells,MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete the INTERLEUKINS IL-4; IL-5; IL-6; and IL-10. These cytokines influence B-cell development and antibody production as well as augmenting humoral responses.,"16098822,67.5,67.0,295",3xFlag-GATA3WT antiFlag?,sample_name=DRS012118,"sample comment=3xFlag-tagged Gata3-expressing mouse Th2 cell clone, D10G4.1 cells weresubjected to ChIP-seq analysis for anti-Flag mAb.",,,,
DRX012367,mm10,TFs and others,Gata3,Blood,Th2 Cells,MeSH Description=A subset of helper-inducer T-lymphocytes which synthesize and secrete the INTERLEUKINS IL-4; IL-5; IL-6; and IL-10. These cytokines influence B-cell development and antibody production as well as augmenting humoral responses.,"32666870,89.6,24.1,435",3xFlag-GATA3WT input,sample_name=DRS012119,"sample comment=3xFlag-tagged Gata3-expressing mouse Th2 cell clone, D10G4.1 cells weresubjected to ChIP-seq analysis for anti-Flag mAb. This sample is control libray.",,,,
DRX012408,mm10,TFs and others,Nr5a1,Gonad,Leydig Cells,MeSH Description=Steroid-producing cells in the interstitial tissue of the TESTIS. They are under the regulation of PITUITARY HORMONES; LUTEINIZING HORMONE; or interstitial cell-stimulating hormone. TESTOSTERONE is the major androgen (ANDROGENS) produced.,"24042144,87.4,14.1,762",ChIP-seq of Ad4BP in adult Leydig cells 1,sample_name=DRS012158,sample comment=Ad4BP ChIP product from adult Leydig cells,,,,
DRX012409,mm10,TFs and others,Nr5a1,Gonad,Leydig Cells,MeSH Description=Steroid-producing cells in the interstitial tissue of the TESTIS. They are under the regulation of PITUITARY HORMONES; LUTEINIZING HORMONE; or interstitial cell-stimulating hormone. TESTOSTERONE is the major androgen (ANDROGENS) produced.,"22365485,0.0,4.7,0",ChIP-seq of Ad4BP in adult Leydig cells 2,sample_name=DRS012159,sample comment=Ad4BP ChIP product from adult Leydig cells,,,,
DRX013314,mm10,TFs and others,Kdm1a,Pluripotent stem cell,EpiSC,,"104699053,85.6,38.5,19216",Epi-Lsd1,sample_name=DRS013077,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-Lsd1 antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013319,mm10,TFs and others,Rest,Pluripotent stem cell,EpiSC,,"72899748,36.2,83.5,17692",Epi-REST,sample_name=DRS013082,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-REST antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013320,mm10,TFs and others,Rcor2,Pluripotent stem cell,EpiSC,,"70560067,33.8,83.3,14412",Epi-COREST,sample_name=DRS013083,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-COREST antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013321,mm10,TFs and others,Ehmt2,Pluripotent stem cell,EpiSC,,"56839755,41.2,77.9,13087",Epi-G9a,sample_name=DRS013084,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-G9a antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013322,mm10,TFs and others,Sin3a,Pluripotent stem cell,EpiSC,,"66444437,44.2,80.8,14994",Epi-SIN3A,sample_name=DRS013085,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-SIN3A antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013323,mm10,TFs and others,Cdyl,Pluripotent stem cell,EpiSC,,"71051931,45.0,84.2,15936",Epi-CDYL,sample_name=DRS013086,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-CDYL antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013326,mm10,TFs and others,Kdm1a,Pluripotent stem cell,EpiSC,,"234009574,94.2,59.2,42811",ChIP mEpi Lsd1,sample_name=DRS013089,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-Lsd1 antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013335,mm10,TFs and others,Sin3a,Pluripotent stem cell,EpiSC,,"118325579,48.5,70.9,21325",ChIP mEpi Sin3a,sample_name=DRS013098,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-Sin3a antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013336,mm10,TFs and others,Rest,Pluripotent stem cell,EpiSC,,"87637145,37.1,76.3,11344",ChIP mEpi Rest,sample_name=DRS013099,"sample comment=EpiSC cells were cultured on murine fibroblast feeders in DMEM/F12 supplemented with 20% KSR, bFGF, nonessential amino acids, b-mercaptoethanol, L-glutamax, penicillin, and streptomycin.ChIP experiment with anti-Rest antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013339,mm10,TFs and others,Kdm1a,Pluripotent stem cell,ES cells,,"86731832,46.6,50.3,6062",ChIP mE14 Lsd1,sample_name=DRS013102,"sample comment=E14TG2a ESCs derived from 129/Ola were cultured in GMEM supplemented non-essential amino acids, 10% Knockout Serum Replacement, sodium pyruvate, L-glutamine, 2-mercaptoethanol, penicillin, streptomycin, and leukemia inhibitory factor without feeder cells. ChIP experiment with anti-Lsd1 antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013343,mm10,TFs and others,Sin3a,Pluripotent stem cell,ES cells,,"79413374,35.0,62.3,1353",ChIP mE14 Sin3a,sample_name=DRS013106,"sample comment=E14TG2a ESCs derived from 129/Ola were cultured in GMEM supplemented non-essential amino acids, 10% Knockout Serum Replacement, sodium pyruvate, L-glutamine, 2-mercaptoethanol, penicillin, streptomycin, and leukemia inhibitory factor without feeder cells. ChIP experiment with anti-Sin3a antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX013348,mm10,TFs and others,Rest,Pluripotent stem cell,ES cells,,"134038127,72.4,77.4,3254",ChIP mE14 Rest,sample_name=DRS013111,"sample comment=E14TG2a ESCs derived from 129/Ola were cultured in GMEM supplemented non-essential amino acids, 10% Knockout Serum Replacement, sodium pyruvate, L-glutamine, 2-mercaptoethanol, penicillin, streptomycin, and leukemia inhibitory factor without feeder cells. ChIP experiment with anti-Rest antibody was performed as we have described previously. Samples destined for ChIP seq by Illumina HiSeq were prepared according to the manufacturer’s instructions.",,,,
DRX025996,mm10,TFs and others,Irf8,Blood,Granulocytic-monocytic progenitors,,"26662391,91.3,26.5,404",Illumina HiSeq 2500 sequencing of SAMD00024356,sample_name=WT_GMP_IRF8,,,,,
DRX025997,mm10,TFs and others,Irf8,Blood,Common monocyte progenitors,,"23900049,94.7,31.6,1069",Illumina HiSeq 2500 sequencing of SAMD00024371,sample_name=WT_cMoP_IRF8,,,,,
DRX025998,mm10,TFs and others,Irf8,Blood,Macrophage-dendritic cell progenitor,,"20249815,88.7,32.1,2148",Illumina HiSeq 2500 sequencing of SAMD00024362,sample_name=WT_MDP_IRF8,,,,,
DRX025999,mm10,TFs and others,Irf8,Unclassified,Unclassified,,"23113764,92.5,23.0,425",Illumina HiSeq 2500 sequencing of SAMD00024367,sample_name=WT_Mo_IRF8,,,,,
DRX026000,mm10,TFs and others,Irf8,Blood,Common dendritic cell progenitor,,"29812141,92.1,23.8,442",Illumina HiSeq 2500 sequencing of SAMD00024352,sample_name=WT_CDP_IRF8,,,,,
DRX028507,mm10,TFs and others,Ncor2,Blood,CD4+ T cells,,"6334968,70.3,50.8,185",Illumina HiSeq 2500 sequencing of SAMD00027664,sample_name=2_HBZ_NcoR2 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028509,mm10,TFs and others,Ep300,Blood,CD4+ T cells,,"11996703,83.0,22.9,438",Illumina HiSeq 2500 sequencing of SAMD00027666,sample_name=2_HBZ_p300 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028511,mm10,TFs and others,Ncor2,Blood,CD4+ T cells,,"33828878,92.1,21.1,492",Illumina HiSeq 2500 sequencing of SAMD00027668,sample_name=2_mock_NcoR2 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028513,mm10,TFs and others,Ep300,Blood,CD4+ T cells,,"5688586,82.1,22.8,99",Illumina HiSeq 2500 sequencing of SAMD00027670,sample_name=2_mock_p300 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028515,mm10,TFs and others,Ncor2,Blood,CD4+ T cells,,"27003934,96.6,21.5,374",Illumina HiSeq 2500 sequencing of SAMD00027682,sample_name=4_HBZ_NCOR2 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028517,mm10,TFs and others,Ep300,Blood,CD4+ T cells,,"23637249,95.8,22.7,333",Illumina HiSeq 2500 sequencing of SAMD00027684,sample_name=4_HBZ_p300 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028519,mm10,TFs and others,Ncor2,Blood,CD4+ T cells,,"27478730,95.0,19.9,337",Illumina HiSeq 2500 sequencing of SAMD00027686,sample_name=4_Mock_NCOR2 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028521,mm10,TFs and others,Ep300,Blood,CD4+ T cells,,"45287373,77.0,18.9,391",Illumina HiSeq 2500 sequencing of SAMD00027688,sample_name=4_Mock_p300 [ChIPseq],cell_type=CD4+ T cell,,,,
DRX028798,mm10,TFs and others,Sox9,Embryo,Embryonic limb,,"15057694,97.2,18.2,3396",Illumina HiSeq 2000 paired end sequencing of SAMD00028628,sample_name=E13 mouse limb SOX9 ChIP,,,,,
DRX028800,mm10,TFs and others,Sox9,Embryo,Embryonic gonad,,"11976039,96.9,12.9,751",Illumina HiSeq 2000 paired end sequencing of SAMD00028630,sample_name=E13 mouse male gonad SOX9 ChIP,,,,,
DRX036227,mm10,TFs and others,Ezh2,Unclassified,Unclassified,,"28161115,96.5,20.8,277",Illumina HiSeq 1500 sequencing of SAMD00034978,sample_name=0004_Ezh2KO_1MEzh2KO_9M,strain=C57BL6/NCR,,,,
DRX036228,mm10,TFs and others,Ezh2,Unclassified,Unclassified,,"35091802,96.2,14.1,302",Illumina HiSeq 1500 sequencing of SAMD00034978,sample_name=0004_Ezh2KO_1MEzh2KO_9M,strain=C57BL6/NCR,,DRX036572,mm10,TFs and others
DRX045217,mm10,TFs and others,Pcgf5,Blood,Granulocytic-monocytic progenitors,,"22288521,98.9,6.4,272",Illumina HiSeq 1500 sequencing of SAMD00044071,sample_name=0010_CE_4M_GMP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX045218,mm10,TFs and others,Pcgf5,Blood,Granulocytic-monocytic progenitors,,"15384648,97.1,9.0,111",Illumina HiSeq 1500 sequencing of SAMD00044071,sample_name=0010_CE_4M_GMP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX045219,mm10,TFs and others,Pcgf5,Blood,Granulocytic-monocytic progenitors,,"29816347,96.7,15.0,354",Illumina HiSeq 1500 sequencing of SAMD00044071,sample_name=0010_CE_4M_GMP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX045220,mm10,TFs and others,Pcgf5,Blood,Granulocytic-monocytic progenitors,,"33140828,98.6,6.8,224",Illumina HiSeq 1500 sequencing of SAMD00044072,sample_name=0011_Pcgf5CE_4M_GMP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX045221,mm10,TFs and others,Pcgf5,Blood,Granulocytic-monocytic progenitors,,"23125282,98.1,10.1,195",Illumina HiSeq 1500 sequencing of SAMD00044072,sample_name=0011_Pcgf5CE_4M_GMP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX045222,mm10,TFs and others,Pcgf5,Blood,Granulocytic-monocytic progenitors,,"34153396,96.7,15.1,375",Illumina HiSeq 1500 sequencing of SAMD00044072,sample_name=0011_Pcgf5CE_4M_GMP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX046376,mm10,TFs and others,Prdm14,Pluripotent stem cell,EpiLC,,"30483495,93.6,11.6,6155",Illumina HiSeq 1500 sequencing of SAMD00045454,sample_name=EpiLCs_PRDM14,cell_type=epiblast-like cell,,,,
DRX046377,mm10,TFs and others,Prdm14,Pluripotent stem cell,EpiLC,,"29226125,92.7,12.6,7193",Illumina HiSeq 1500 sequencing of SAMD00045454,sample_name=EpiLCs_PRDM14,cell_type=epiblast-like cell,,DRX048169,mm10,Unclassified
DRX049470,mm10,TFs and others,Irf8,Unclassified,Unclassified,,"21925139,83.7,54.3,331",Illumina HiSeq 2500 sequencing of SAMD00046688,sample_name=WT_Mo_IRF8,,,,,
DRX049471,mm10,TFs and others,Irf8,Unclassified,Unclassified,,"28352248,91.0,31.0,462",Illumina HiSeq 2500 sequencing of SAMD00046670,sample_name=WT_DC_IRF8,,,,,
DRX049474,mm10,TFs and others,Spi1,Blood,Granulocytic-monocytic progenitors,,"40696558,19.1,22.8,4364",Illumina HiSeq 2500 sequencing of SAMD00046677,sample_name=WT_GMP_PU.1,,,,,
DRX049475,mm10,TFs and others,Irf8,Blood,Common dendritic cell progenitor,,"23288455,66.5,45.9,718",Illumina HiSeq 2500 sequencing of SAMD00046663,sample_name=WT_CDP_IRF8,,,,,
DRX049476,mm10,TFs and others,Spi1,Unclassified,Unclassified,,"18468880,33.2,67.9,1517",Illumina HiSeq 2500 sequencing of SAMD00046689,sample_name=WT_Mo_PU.1,,,,,
DRX049477,mm10,TFs and others,Spi1,Blood,Macrophage-dendritic cell progenitor,,"19002495,84.7,49.5,25212",Illumina HiSeq 2500 sequencing of SAMD00046682,sample_name=WT_MDP_PU.1,,,,,
DRX049478,mm10,TFs and others,Spi1,Blood,Common dendritic cell progenitor,,"31928645,79.3,45.1,30426",Illumina HiSeq 2500 sequencing of SAMD00046664,sample_name=WT_CDP_PU.1,,,,,
DRX049479,mm10,TFs and others,Spi1,Unclassified,Unclassified,,"38921840,92.2,28.9,19218",Illumina HiSeq 2500 sequencing of SAMD00046672,sample_name=WT_DC_PU.1,,,,,
DRX049480,mm10,TFs and others,Spi1,Blood,Common monocyte progenitors,,"24829268,34.9,60.5,14719",Illumina HiSeq 2500 sequencing of SAMD00046701,sample_name=WT_cMoP_PU.1,,,,,
DRX049481,mm10,TFs and others,Spi1,Unclassified,Unclassified,,"32117699,69.7,38.2,10898",Illumina HiSeq 2500 sequencing of SAMD00046696,sample_name=WT_Neu_PU.1,,,,,
DRX049482,mm10,TFs and others,Spi1,Blood,Granulocytic-monocytic progenitors,,"27989305,29.6,19.1,8068",Illumina HiSeq 2500 sequencing of SAMD00046647,sample_name=KO_GMP_PU.1,,,,,
DRX049484,mm10,TFs and others,Spi1,Blood,Macrophage-dendritic cell progenitor,,"28731234,46.7,37.4,10313",Illumina HiSeq 2500 sequencing of SAMD00046652,sample_name=KO_MDP_PU.1,,,,,
DRX049487,mm10,TFs and others,Spi1,Blood,Common monocyte progenitors,,"26087779,80.2,55.3,15085",Illumina HiSeq 2500 sequencing of SAMD00046657,sample_name=KO_cMoP_PU.1,,,,,
DRX053276,mm10,TFs and others,Pcgf1,Blood,MEL,Tissue=Blood|Lineage=cellLine|Description=Leukemia (K562 analog),"21611525,97.1,12.3,8311",Illumina HiSeq 1500 sequencing of SAMD00050586,sample_name=0012_3xFlag-Pcgf1_MEL,,,,,
DRX053277,mm10,TFs and others,Pcgf1,Blood,MEL,Tissue=Blood|Lineage=cellLine|Description=Leukemia (K562 analog),"38446191,96.7,11.8,422",Illumina HiSeq 1500 sequencing of SAMD00050586,sample_name=0012_3xFlag-Pcgf1_MEL,,,,,
DRX053278,mm10,TFs and others,Pcgf5,Blood,MEL,Tissue=Blood|Lineage=cellLine|Description=Leukemia (K562 analog),"24409654,96.8,12.4,603",Illumina HiSeq 1500 sequencing of SAMD00050587,sample_name=0013_3xFlag-Pcgf5_MEL,,,,,
DRX053279,mm10,TFs and others,Pcgf5,Blood,MEL,Tissue=Blood|Lineage=cellLine|Description=Leukemia (K562 analog),"39347401,96.2,10.3,415",Illumina HiSeq 1500 sequencing of SAMD00050587,sample_name=0013_3xFlag-Pcgf5_MEL,,,,,
DRX077528,mm10,TFs and others,Bcor,Blood,CD4 CD8 double positive cells,,"21512257,96.4,14.1,430",Illumina HiSeq 1500 sequencing of SAMD00071605,sample_name=Bcor-delE4_DP,strain=C57BL6/NCR,tissue_type=bone marrow,,,
DRX083360,mm10,TFs and others,Irf8,Blood,Macrophage-dendritic cell progenitor,,"25602340,76.0,46.2,3546",Illumina HiSeq 2500 sequencing of SAMD00076841,sample_name=WT_MDP_IRF8_ChIP-seq_rep1,replicate=biological replicate 1,,,,
DRX083361,mm10,TFs and others,Irf8,Blood,Macrophage-dendritic cell progenitor,,"39637940,75.3,65.0,2740",Illumina HiSeq 2500 sequencing of SAMD00076842,sample_name=WT_MDP_IRF8_ChIP-seq_rep2,replicate=biological replicate 2,,,,
DRX083363,mm10,TFs and others,Spi1,Blood,Macrophage-dendritic cell progenitor,,"43244305,51.6,26.5,36996",Illumina HiSeq 2500 sequencing of SAMD00076843,sample_name=WT_MDP_PU1_ChIP-seq_rep1,replicate=biological replicate 1,,,,
DRX083364,mm10,TFs and others,Spi1,Blood,Macrophage-dendritic cell progenitor,,"41561039,89.6,35.6,45541",Illumina HiSeq 2500 sequencing of SAMD00076844,sample_name=WT_MDP_PU1_ChIP-seq_rep2,replicate=biological replicate 2,,,,
DRX113531,mm10,TFs and others,Heyl,Muscle,C2C12,Primary Tissue=Skeletal Muscle|Tissue Diagnosis=NOS,"24705925,97.7,49.4,386",Illumina HiSeq 1500 sequencing of SAMD00108513,sample_name=HeyL_ChIP-1,cell_line=C2C12,replicate=biological replicate 1,,,
DRX113532,mm10,TFs and others,Heyl,Muscle,C2C12,Primary Tissue=Skeletal Muscle|Tissue Diagnosis=NOS,"33894088,98.0,62.8,408",Illumina HiSeq 1500 sequencing of SAMD00108514,sample_name=HeyL_ChIP-2,cell_line=C2C12,replicate=biological replicate 2,,,
DRX113535,mm10,TFs and others,Heyl,Muscle,C2C12,Primary Tissue=Skeletal Muscle|Tissue Diagnosis=NOS,"39478117,98.2,29.1,500",Illumina HiSeq 1500 sequencing of SAMD00108517,sample_name=HeyL-Hes1_ChIP-1,cell_line=C2C12,replicate=biological replicate 1,,,
DRX113536,mm10,TFs and others,Heyl,Muscle,C2C12,Primary Tissue=Skeletal Muscle|Tissue Diagnosis=NOS,"21910502,98.0,54.8,283",Illumina HiSeq 1500 sequencing of SAMD00108518,sample_name=HeyL-Hes1_ChIP-2,cell_line=C2C12,replicate=biological replicate 2,,,
DRX114114,mm10,TFs and others,Spi1,Blood,Granulocytic-monocytic progenitors,,"71749255,87.3,64.9,31766",Illumina HiSeq 2500 sequencing of SAMD00108978,sample_name=WT_GMP_PU1_ChIP-seq_new_rep1,,,,,
DRX114115,mm10,TFs and others,Spi1,Blood,Granulocytic-monocytic progenitors,,"63267876,91.8,58.5,34020",Illumina HiSeq 2500 sequencing of SAMD00108979,sample_name=WT_GMP_PU1_ChIP-seq_new_rep2,,,,,
DRX138414,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"128874877,78.9,38.3,918",Illumina HiSeq 3000 sequencing of SAMD00134864,sample_name=pSMAD_E11_C1,,,,,
DRX138415,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"153370695,92.1,39.9,1031",Illumina HiSeq 3000 sequencing of SAMD00134865,sample_name=pSMAD_E11_C2,,,,,
DRX138416,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"64816329,91.8,32.0,6082",Illumina HiSeq 3000 sequencing of SAMD00134866,sample_name=pSMAD_E11_T1,,,,,
DRX138417,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"82011149,94.4,33.6,7194",Illumina HiSeq 3000 sequencing of SAMD00134867,sample_name=pSMAD_E11_T2,,,,,
DRX138418,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"75808403,97.0,35.5,787",Illumina HiSeq 3000 sequencing of SAMD00134868,sample_name=pSMAD_E14_C1,,,,,
DRX138419,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"117328411,96.7,36.6,889",Illumina HiSeq 3000 sequencing of SAMD00134869,sample_name=pSMAD_E14_C2,,,,,
DRX138420,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"46424335,95.4,34.6,865",Illumina HiSeq 3000 sequencing of SAMD00134870,sample_name=pSMAD_E14_T1,,,,,
DRX138421,mm10,TFs and others,Smad1,Embryo,Embryonic brains,,"55601806,96.5,31.5,2305",Illumina HiSeq 3000 sequencing of SAMD00134871,sample_name=pSMAD_E14_T2,,,,,
DRX139340,mm10,TFs and others,Bcor,Blood,Granulocytic-monocytic progenitors,,"27331767,96.5,11.1,270",Illumina HiSeq 1500 sequencing of SAMD00135938,sample_name=Bcor_GMP,strain=C57BL6/NCR,tissue=bone marrow,,,
DRX139344,mm10,TFs and others,Bcor,Blood,Granulocytic-monocytic progenitors,,"25199837,97.8,4.7,248",Illumina HiSeq 1500 sequencing of SAMD00135938,sample_name=Bcor_GMP,strain=C57BL6/NCR,tissue=bone marrow,,,
DRX143500,mm10,TFs and others,Kdm2b,Blood,Thymocytes,MeSH Description=HEMATOPOIETIC PROGENITOR CELLS that have migrated to the THYMUS where they differentiate into T-LYMPHOCYTES. Thymocytes are classified into maturational stages based on the expression of CELL SURFACE ANTIGENS.,"15647477,98.1,14.6,622",Illumina HiSeq 1500 sequencing of SAMD00143383,sample_name=3xFlag-KDM2B_thymocytes,strain=C57BL6/NCR,tissue_type=Thymus,,,
DRX143501,mm10,TFs and others,Kdm2b,Blood,Thymocytes,MeSH Description=HEMATOPOIETIC PROGENITOR CELLS that have migrated to the THYMUS where they differentiate into T-LYMPHOCYTES. Thymocytes are classified into maturational stages based on the expression of CELL SURFACE ANTIGENS.,"18536477,98.7,15.9,375",Illumina HiSeq 1500 sequencing of SAMD00143383,sample_name=3xFlag-KDM2B_thymocytes,strain=C57BL6/NCR,tissue_type=Thymus,,,
DRX143502,mm10,TFs and others,Kdm2b,Blood,Thymocytes,MeSH Description=HEMATOPOIETIC PROGENITOR CELLS that have migrated to the THYMUS where they differentiate into T-LYMPHOCYTES. Thymocytes are classified into maturational stages based on the expression of CELL SURFACE ANTIGENS.,"15566331,98.1,19.0,287",Illumina HiSeq 2000 sequencing of SAMD00143383,sample_name=3xFlag-KDM2B_thymocytes,strain=C57BL6/NCR,tissue_type=Thymus,,,
